"","39330_S0","39330_S3","48234_S0","48234_S3","49407_S0","49407_S3","49461_S0","49461_S3","49523_S0","49523_S3","49782_S0","49782_S3","50262_S3","50861_S0","50861_S3","51684_S0","51684_S3","51686_S0","52441_S0","52558_S0","52558_S3","52898_S0","52898_S3","53191_S0","53191_S3","53620_S0","53620_S3","53950_S0","54949_S0","54949_S3","54952_S0","54953_S3","55472_S0","55472_S3"
"MP41 Unassigned",0.285042634495404,0.278937504563635,0.247641107604436,0.25112001752436,0.256209383645554,0.264596736899324,0.30110014035714,0.242849493335064,0.273655857273826,0.263878724940571,0.266857054771737,0.258095686249057,0.283027333133209,0.241697428949269,0.270562321004081,0.281054220044298,0.285839343810088,0.284305151025905,0.257667313012648,0.271129428754553,0.246588834711213,0.285763080393,0.28998028509537,0.285858004007886,0.266584453621295,0.278589451309053,0.259740217594133,0.254284138020559,0.258907810509748,0.268438303706889,0.259173921156608,0.280930900476241,0.281042861663029,0.280549583390801
"T-cells",0.137324572858105,0.114312616223243,-0.0048796580115737,-0.00982804360077522,-0.0361163420434083,0.301733702236788,0.294729380253978,0.291421620125006,0.00869207492484148,0.341048822107502,0.271825424098245,0.305736592722339,0.176788929754525,0.19037244456139,0.260070062856279,0.294425997089878,0.302429814415904,0.0226712642143357,0.116074987678127,0.240510194263407,0.233020851947052,0.229441126975181,0.333379806266777,0.148780478226122,0.302156867750468,0.122560907361116,0.285013264422482,0.0650398521767988,0.131741929909653,0.145589554979117,-0.0809296681243458,0.283378529897478,0.285200792527152,0.310585814235249
"B-cells",0.164443867131032,-0.00866313076491743,-0.0313163946148662,-0.0847574683492209,-0.0663676068872918,0.100287056233184,0.200781173638155,0.309786662688349,-0.0617968279771796,0.274024240304136,0.299639379176591,0.323699630119298,0.202966247742905,0.17679808834953,0.128840920431922,0.284081497219464,0.284463467207169,0.0645657888644816,0.0930051906763313,0.1346373471477,0.144515836964406,0.170696857300128,0.275390072381384,0.131604736942285,0.350675456692063,0.161480706014291,0.309748079861308,-0.0314257126248155,0.176207771095804,0.119701934800167,-0.137082212287859,0.191775941806808,0.350730758744155,0.325752236517874
"Macrophages",0.175741716820555,0.264390531610449,0.222678279939691,0.181277127750157,0.178933705489722,0.395922478495093,0.246443954327772,0.362737426222903,0.110856084300068,0.338060051752998,0.221035143026844,0.300452734892569,0.22611491159209,0.237770550633621,0.30084482823072,0.242552926370354,0.24486768926603,0.127195245037569,0.302002832708227,0.331929439813257,0.337866912555709,0.188532100565296,0.324574782251131,0.209018562130595,0.248744179864512,0.230255982123202,0.278601838352876,0.215441998014612,0.257609061343501,0.274213217366744,0.057295885096715,0.366861467276405,0.237856528727898,0.244029506685108
"Endothelial cells",0.128790538815117,0.144489039567765,0.136445537202301,0.122761377076501,0.118436172786409,0.116851076555024,0.192095267055535,0.143372248131821,0.0702688195527122,0.0781056798021612,0.172039641685931,0.132739839255954,0.173787699586044,0.123258662168701,0.114739714934681,0.190307728751142,0.231207327563034,0.110732873904629,0.234981486210419,0.175541637546369,0.214469316165797,0.119823026987796,0.11515719920972,0.188174946911456,0.164189341298855,0.153091147653352,0.206187251357454,0.131466806220096,0.174029202059029,0.146589061071985,0.116045508306005,0.172326084619106,0.148965445406161,0.191930625369604
"CAFs",0.184821436423276,0.217160746792363,0.203536095257358,0.215638493400051,0.175846209316437,0.259708652484764,0.252765734788459,0.219690360820663,0.0234353152234134,0.155122105651948,0.148472909869584,0.217868669369377,0.228512131418571,0.149321097851609,0.160934985445815,0.194818974083878,0.258810778011309,0.141245504032081,0.318634193100173,0.315257710200241,0.353026039239137,0.0905133977645476,0.207560261359739,0.245376518076209,0.170852497075972,0.206984689525384,0.219684644675631,0.179733187938055,0.285977856533554,0.287095582739001,0.106846182934229,0.296566795353214,0.161721614942883,0.208749659229815
"melanoma",0.175760063691098,0.134965417724038,0.361306828548208,0.364539483505001,0.28975468975469,-0.00187507256472774,0.209862997794032,0.0174122174122174,0.359463269808097,0.149118442221891,0.267629496939842,0.0413768224113051,0.341807234910683,0.322102801413146,0.299065366306746,0.0497926722064653,-0.039911429566602,0.309258429948085,0.0468295433812675,0.251498565291669,-0.00920369541059196,0.203762584797068,-0.0840050753843857,0.237285001078104,0.00126304091821339,0.321146605629364,0.156705810154086,0.285118840291254,0.263828763828764,0.240108805626047,0.188056260470054,-0.0497155462672704,0.0841526927733824,-0.0539914746811299
"AXL_High",0.253459207481697,0.306152525120962,0.2941508238582,0.27837836534055,0.270576757020121,0.222244734205833,0.222147450276656,0.229666050803115,0.159314092019341,0.225125062108955,0.23694907950107,0.192929709547171,0.229735194752778,0.247957037487277,0.273945514567665,0.19355803508975,0.214650155734687,0.216000472751656,0.247606091742765,0.276987848352846,0.237306859240606,0.205231302591612,0.211769023832151,0.229767756729073,0.20608836596767,0.241980105838483,0.222910043721488,0.2782935434023,0.330578027339196,0.313197167992462,0.200601069962421,0.252550286143392,0.192758055672135,0.188896848483094
"MITF_High",0.213186654826447,0.19733595064498,0.320768679503957,0.329633654265595,0.275256667913006,0.176790833177541,0.231772683367608,0.177805041440768,0.353492085748115,0.209842571820278,0.260693977067365,0.173717049915872,0.300330279803078,0.32766365987412,0.306213778276313,0.156242210382003,0.144661774786565,0.302732597993394,0.182786891630835,0.258468483205584,0.175718981741135,0.218422057082321,0.131725945659625,0.251201548576058,0.147015018383499,0.304624306723998,0.208860300990839,0.277498130491681,0.249908082507634,0.245148236430485,0.211510329033464,0.165258303732785,0.165629868511248,0.131607543466068
"SOX10",0.486997019374069,0.471013412816692,0.492436661698957,0.493740685543964,0.494336810730253,-0.163673621460507,0.413487332339791,-0.154321907600596,0.496311475409836,0.428912071535022,0.471348733233979,0.052086438152012,0.488859910581222,0.495081967213115,0.48871087928465,0.122950819672131,-0.149701937406855,0.492622950819672,0.0635991058122206,0.470156482861401,-0.0484724292101341,0.483532041728763,-0.157078986587183,0.478651266766021,0.230104321907601,0.492064083457526,0.370454545454545,0.491169895678092,0.489977645305514,0.48301043219076,0.489046199701937,-0.143666169895678,0.183159463487332,-0.197354694485842
"TLS",0.313990757304711,0.222346451997615,0.193264261578215,0.0624130391572252,0.0715853375737097,0.295650301464255,0.328289604452395,0.385021201881667,-0.0641274100576426,0.407809083681177,0.34207910952097,0.380598621877692,0.322595739746903,0.312628370767906,0.36815493937587,0.380880209368581,0.387654873119989,0.194369906579209,0.302395978268071,0.312019644868482,0.305423043795137,0.289074405353475,0.404910388922017,0.299476578546346,0.411908666269131,0.280216822367985,0.401924733320082,0.0938721592791361,0.303671403962102,0.330948121645796,-0.0981746505002319,0.3548416484463,0.40217733386338,0.390483171006427
"MELANOMA_PHENO",0.165325285043595,0.0671560225550836,0.48507091934322,0.490759371041061,0.387833171870731,-0.0925925925925926,0.444705268648931,0.0536552649228705,0.496236679335271,0.356757830936235,0.475768189383213,0.125121096952083,0.47253893732767,0.494771095710063,0.488225650197481,0.177571602454232,-0.0484139404327198,0.316951089251559,0.143068286260775,0.447015425888665,-0.087810815510346,0.265506619966714,-0.245013289614229,0.475904811585563,-0.120985170280945,0.419703405618899,0.220756638597014,0.343269493504235,0.0700375090046451,-0.0225799239883747,0.199157910425516,-0.130511463844797,0.156618724693842,-0.150818491194078
"LOY",0.234574473748656,0.202892918365826,0.00514272937318327,0.00620215291900461,0.103408256050426,0.239301951681768,-0.328948349109339,-0.362796665211512,0.0272362354795089,0.233057208871474,0.250561654191378,0.249582086691724,-0.258371575506554,0.250928992003748,0.245120795579169,-0.356637102183797,-0.372980972966066,-0.343689775231849,0.221552614486952,0.238114758462079,0.231183253654745,-0.321324758568554,-0.29512132795281,-0.370446874434353,-0.272010988191953,0.218975926063949,0.251839350930057,0.0718597940778756,0.179910348278836,0.192511632364058,-0.300482330518851,-0.320137565348864,0.261523227461962,0.26838019995954
